target_type,flow_type,scenario_type,device_type,platform_name,task_completed,task_failed,completion_time,click_count,scroll_count,keyboard_count,retry_count,error_count,failed_clicks,unnecessary_clicks,path_deviation_score,app_launch_time_ms,screen_load_time_ms,feedback_delay_ms,interaction_response_time_ms,finish_time_ms,error_message_present,error_message_clarity,popup_detected,overlay_blocks_action,timeout_occurred,crash_detected,anr_detected,friction_level_prediction,run_index
android_app,login,good,android_emulator,Android,1,0,8.7542,2,0,2,0,0,0,0,0,62188,677,4323,4323,8754,0,none,0,0,0,0,0,,1
android_app,login,medium,android_emulator,Android,1,0,13.5627,3,0,2,0,0,0,0,0,62188,1626,4750,4750,13562,0,none,1,1,0,0,0,,1
android_app,login,bad,android_emulator,Android,0,1,14.5477,2,0,1,1,1,0,0,0,62188,2613,6668,6668,14547,1,vague,0,0,1,0,0,,1
android_app,signup,good,android_emulator,Android,1,0,9.3636,2,0,2,0,0,0,0,0,62188,599,3989,3989,9363,0,none,0,0,0,0,0,,1
android_app,signup,medium,android_emulator,Android,0,1,11.7518,2,0,2,0,1,0,0,0,62188,1614,5362,5362,11751,1,clear,0,0,0,0,0,,1
android_app,signup,bad,android_emulator,Android,0,1,14.8273,2,0,2,0,1,0,0,0,62188,2623,7630,7630,14827,1,medium,0,0,0,0,0,,1
android_app,search,good,android_emulator,Android,1,0,7.6627,2,0,1,0,0,0,0,0,62188,613,2416,2416,7662,0,none,0,0,0,0,0,,1
android_app,search,medium,android_emulator,Android,1,0,10.0761,3,0,1,0,0,0,0,0,62188,1617,3608,3608,10076,0,none,1,1,0,0,0,,1
android_app,search,bad,android_emulator,Android,0,1,12.8247,2,0,1,0,1,0,0,1,62188,2607,6147,6147,12824,1,vague,0,0,0,0,0,,1
android_app,button_click,good,android_emulator,Android,1,0,6.0053,2,0,0,0,0,0,0,0,62188,627,810,810,6005,0,none,0,0,0,0,0,,1
android_app,button_click,medium,android_emulator,Android,1,0,7.0967,2,0,0,0,0,0,0,0,62188,1615,1404,1404,7096,0,none,0,0,0,0,0,,1
android_app,button_click,bad,android_emulator,Android,1,0,13.1188,4,1,0,0,1,0,0,0,62188,2604,6436,6436,13118,1,medium,0,0,1,0,1,,1
android_app,form_submit,good,android_emulator,Android,1,0,9.2992,2,0,2,0,0,0,0,0,62188,635,4058,4058,9299,0,none,0,0,0,0,0,,1
android_app,form_submit,medium,android_emulator,Android,0,1,11.255,2,0,1,1,1,0,0,0,62188,1619,3587,3587,11254,1,clear,0,0,0,0,0,,1
android_app,form_submit,bad,android_emulator,Android,0,1,12.8825,2,0,0,1,1,0,0,0,62188,2598,5960,5960,12882,1,vague,0,0,1,0,0,,1
android_app,login,good,android_emulator,Android,1,0,9.1115,2,0,2,0,0,0,0,0,62188,609,4003,4003,9111,0,none,0,0,0,0,0,,2
android_app,login,medium,android_emulator,Android,1,0,18.9644,3,0,2,0,0,0,0,0,62188,2124,4743,4743,18964,0,none,1,1,0,0,0,,2
android_app,login,bad,android_emulator,Android,0,1,14.2214,2,0,1,1,1,0,0,0,62188,2692,6575,6575,14221,1,vague,0,0,1,0,0,,2
android_app,signup,good,android_emulator,Android,1,0,11.7801,2,0,2,0,0,0,0,0,62188,720,4652,4652,11780,0,none,0,0,0,0,0,,2
android_app,signup,medium,android_emulator,Android,0,1,12.3329,2,0,2,0,1,0,0,0,62188,1636,4669,4669,12332,1,clear,0,0,0,0,0,,2
android_app,signup,bad,android_emulator,Android,0,1,15.4385,2,0,2,0,1,0,0,0,62188,2605,7718,7718,15438,1,medium,0,0,0,0,0,,2
android_app,search,good,android_emulator,Android,1,0,7.9989,2,0,1,0,0,0,0,0,62188,621,2464,2464,7998,0,none,0,0,0,0,0,,2
android_app,search,medium,android_emulator,Android,1,0,11.4286,3,0,1,0,0,0,0,0,62188,1624,3626,3626,11428,0,none,1,1,0,0,0,,2
android_app,search,bad,android_emulator,Android,0,1,14.2424,2,0,1,0,1,0,0,1,62188,2613,6713,6713,14242,1,vague,0,0,0,0,0,,2
android_app,button_click,good,android_emulator,Android,1,0,6.8632,2,0,0,0,0,0,0,0,62188,616,1285,1285,6863,0,none,0,0,0,0,0,,2
android_app,button_click,medium,android_emulator,Android,1,0,8.3466,2,0,0,0,0,0,0,0,62188,1631,1882,1882,8346,0,none,0,0,0,0,0,,2
android_app,button_click,bad,android_emulator,Android,1,0,14.3917,4,1,0,0,1,0,0,0,62188,2614,7130,7130,14391,1,medium,0,0,1,0,1,,2
android_app,form_submit,good,android_emulator,Android,1,0,10.3336,2,0,2,0,0,0,0,0,62188,969,4053,4053,10333,0,none,0,0,0,0,0,,2
android_app,form_submit,medium,android_emulator,Android,0,1,3.04,0,0,0,0,1,0,0,0,62188,0,0,0,3040,0,none,0,0,0,1,0,,2
android_app,form_submit,bad,android_emulator,Android,0,1,13.8714,2,0,0,1,1,0,0,0,62188,2628,6495,6495,13871,1,vague,0,0,1,0,0,,2
android_app,login,good,android_emulator,Android,1,0,9.7498,2,0,2,0,0,0,0,0,62188,612,4453,4453,9749,0,none,0,0,0,0,0,,3
android_app,login,medium,android_emulator,Android,1,0,13.1379,3,0,2,0,0,0,0,0,62188,1606,5020,5020,13137,0,none,1,1,0,0,0,,3
android_app,login,bad,android_emulator,Android,0,1,13.8978,2,0,1,1,1,0,0,0,62188,2618,6623,6623,13897,1,vague,0,0,1,0,0,,3
android_app,signup,good,android_emulator,Android,0,1,2.8273,0,0,0,0,1,0,0,0,62188,0,0,0,2827,0,none,0,0,0,1,0,,3
android_app,signup,medium,android_emulator,Android,0,1,11.6009,2,0,2,0,1,0,0,0,62188,1612,5115,5115,11600,1,clear,0,0,0,0,0,,3
android_app,signup,bad,android_emulator,Android,0,1,15.2322,2,0,2,0,1,0,0,0,62188,2618,7686,7686,15232,1,medium,0,0,0,0,0,,3
android_app,search,good,android_emulator,Android,1,0,8.3477,2,0,1,0,0,0,0,0,62188,630,2983,2983,8347,0,none,0,0,0,0,0,,3
android_app,search,medium,android_emulator,Android,1,0,11.5703,3,0,1,0,0,0,0,0,62188,1617,3574,3574,11570,0,none,1,1,0,0,0,,3
android_app,search,bad,android_emulator,Android,0,1,13.6064,2,0,1,0,1,0,0,1,62188,2640,6087,6087,13606,1,vague,0,0,0,0,0,,3
android_app,button_click,good,android_emulator,Android,1,0,7.0706,2,0,0,0,0,0,0,0,62188,610,1285,1285,7070,0,none,0,0,0,0,0,,3
android_app,button_click,medium,android_emulator,Android,0,1,3.1693,0,0,0,0,1,0,0,0,62188,0,0,0,3169,0,none,0,0,0,1,0,,3
android_app,button_click,bad,android_emulator,Android,1,0,14.721,4,1,0,0,1,0,0,0,62188,2627,7591,7591,14720,1,medium,0,0,1,0,1,,3
android_app,form_submit,good,android_emulator,Android,1,0,9.9279,2,0,2,0,0,0,0,0,62188,643,4686,4686,9927,0,none,0,0,0,0,0,,3
android_app,form_submit,medium,android_emulator,Android,0,1,10.2928,2,0,1,1,1,0,0,0,62188,1618,3761,3761,10292,1,clear,0,0,0,0,0,,3
android_app,form_submit,bad,android_emulator,Android,0,1,13.6734,2,0,0,1,1,0,0,0,62188,2610,6343,6343,13673,1,vague,0,0,1,0,0,,3
android_app,login,good,android_emulator,Android,1,0,10.3141,2,0,2,0,0,0,0,0,62188,615,4495,4495,10314,0,none,0,0,0,0,0,,4
